,City,Colors Reported,Shape Reported,State,Time
15429,Lodi,,FIREBALL,CA,12/3/1999 19:30
15430,Colorado,,,CO,12/3/1999 21:00
15431,Corralitos,,DISK,CA,12/3/1999 22:00
15432,Union City,,FIREBALL,GA,12/4/1999 0:40
15433,Deming,,VARIOUS,NM,12/4/1999 2:00
15434,New York City,,LIGHT,NY,12/4/1999 11:00
15435,Fort Meade,,LIGHT,MD,12/4/1999 21:00
15436,Coolidge,RED,TRIANGLE,AZ,12/5/1999 0:05
15437,Manchester,BLUE,LIGHT,TN,12/5/1999 4:00
15438,Birmingham,,SPHERE,AL,12/5/1999 4:20
15439,Colombiana,,RECTANGLE,AL,12/5/1999 4:20
15440,Weogufka,,FIREBALL,AL,12/5/1999 4:20
15441,Sterrett,,DISK,AL,12/5/1999 4:25
15442,Toney,,FIREBALL,AL,12/5/1999 4:30
15443,Dalton,YELLOW,CIRCLE,GA,12/5/1999 5:05
15444,Knoxville,,FIREBALL,TN,12/5/1999 5:15
15445,Cassville,,CONE,GA,12/5/1999 5:45
15446,Guyton,,CIRCLE,GA,12/5/1999 17:50
15447,Burna,,,KY,12/5/1999 18:30
15448,Cleveland,ORANGE,CIRCLE,NC,12/5/1999 20:30
15449,Dallas,,LIGHT,TX,12/5/1999 21:00
15450,Alliance,,OTHER,OH,12/5/1999 22:00
15451,Lutz,,LIGHT,FL,12/5/1999 22:14
15452,San Diego,,FIREBALL,CA,12/5/1999 23:00
15453,Marshall,,FIREBALL,MO,12/6/1999 11:00
15454,Costa Mesa,,,CA,12/6/1999 11:30
15455,San Diego,,,CA,12/6/1999 16:45
15456,Indian Springs AFB,,LIGHT,NV,12/7/1999 3:30
15457,Dawsonville,,TRIANGLE,GA,12/7/1999 18:30
15458,Gramercy,,TRIANGLE,LA,12/7/1999 18:45
15459,Naples,,LIGHT,ME,12/7/1999 19:30
15460,Tomah,GREEN,CHEVRON,WI,12/7/1999 20:00
15461,Emory,,SPHERE,TX,12/7/1999 20:05
15462,Columbus,,LIGHT,OH,12/7/1999 21:00
15463,Seattle,BLUE,LIGHT,WA,12/8/1999 17:40
15464,Greenville,,TRIANGLE,NH,12/8/1999 18:15
15465,Millersburg,,CHEVRON,MO,12/8/1999 19:30
15466,Columbia,,TRIANGLE,MO,12/8/1999 21:30
15467,Reno,,DISK,NV,12/9/1999 11:00
15468,Fort Lewis,,SPHERE,WA,12/9/1999 17:30
15469,Purdy,GREEN,FIREBALL,WA,12/9/1999 18:00
15470,Lyle,ORANGE,FIREBALL,WA,12/9/1999 18:15
15471,Scottsdale,,VARIOUS,AZ,12/9/1999 21:50
15472,Rupert,,LIGHT,ID,12/9/1999 22:00
15473,Big Spring,,LIGHT,TX,12/9/1999 22:30
15474,OSU Experiment station,,EGG,OR,12/10/1999 15:32
15475,Sherman Oaks,,OTHER,CA,12/10/1999 16:45
15476,Grand Rapids,,OTHER,MI,12/10/1999 21:30
15477,Woodinville,,LIGHT,WA,12/10/1999 22:00
15478,Columbia,,TRIANGLE,MO,12/10/1999 22:15
15479,Woodbridge,,TEARDROP,NJ,12/10/1999 22:29
15480,Smithton,,FIREBALL,IL,12/11/1999 3:00
15481,Rocky Mount,,FIREBALL,NC,12/11/1999 18:00
15482,Stilwell,,FORMATION,OK,12/11/1999 18:00
15483,Lamar,,DISK,CO,12/11/1999 21:00
15484,La Plata,,,MD,12/12/1999 3:30
15485,Sunnyside,,OTHER,WA,12/12/1999 6:30
15486,Orlando,,DIAMOND,FL,12/12/1999 20:15
15487,Longmont,,TRIANGLE,CO,12/12/1999 21:30
15488,Savannah,,,GA,12/13/1999 5:30
15489,Michigan,ORANGE,LIGHT,MI,12/13/1999 15:40
15490,Puyallup,,TRIANGLE,WA,12/13/1999 21:00
15491,Las Animas,,FIREBALL,CO,12/13/1999 23:40
15492,Pocasset,,OTHER,OK,12/14/1999 1:47
15493,Seagrove Beach,,LIGHT,FL,12/14/1999 5:04
15494,Santa Cruz,,LIGHT,CA,12/14/1999 7:45
15495,Roanoke,,TEARDROP,VA,12/14/1999 16:52
15496,Atlanta,,FIREBALL,GA,12/14/1999 21:30
15497,North Syracuse,,LIGHT,NY,12/15/1999 0:00
15498,Wilkinson County,,SPHERE,GA,12/15/1999 0:00
15499,Athens,,TRIANGLE,OH,12/15/1999 17:30
15500,Woodville,,DIAMOND,NC,12/15/1999 17:45
15501,Katy,BLUE,FIREBALL,TX,12/15/1999 19:00
15502,Mountain Grove,ORANGE,LIGHT,MO,12/15/1999 19:30
15503,Omaha,,CIRCLE,NE,12/15/1999 20:00
15504,Gibsonville,,SPHERE,NC,12/16/1999 7:15
15505,Pico Rivera,,CYLINDER,CA,12/16/1999 9:50
15506,Greensboro,,CYLINDER,NC,12/16/1999 10:30
15507,Sun Prairie,,LIGHT,WI,12/16/1999 19:45
15508,Rock Hill,,LIGHT,NY,12/16/1999 20:00
15509,Plainview,,TRIANGLE,NY,12/16/1999 21:30
15510,Charlotte,,TRIANGLE,NC,12/17/1999 3:00
15511,Marietta,,LIGHT,GA,12/17/1999 5:45
15512,Ashgrove,,OTHER,MO,12/17/1999 22:15
15513,Windser,ORANGE,VARIOUS,CA,12/17/1999 23:15
15514,Groveland,,TRIANGLE,IL,12/18/1999 22:30
15515,Houston,,DISK,TX,12/19/1999 1:15
15516,Santa Fe,,CIRCLE,NM,12/19/1999 2:30
15517,Spring Hill,ORANGE,VARIOUS,TN,12/19/1999 3:00
15518,Kent,,OVAL,WA,12/19/1999 18:30
15519,Branford,,LIGHT,CT,12/20/1999 1:00
15520,Browns Valley,GREEN,DISK,CA,12/20/1999 4:00
15521,Canton,,CIRCLE,MA,12/20/1999 18:54
15522,Murrieta,RED,LIGHT,CA,12/20/1999 20:00
15523,Woodbridge,,FORMATION,CT,12/20/1999 22:00
15524,Trenton,GREEN,LIGHT,IL,12/20/1999 23:30
15525,Point Arena,,,CA,12/21/1999 3:00
15526,Toledo,,OVAL,WA,12/21/1999 6:45
15527,Seatac,,SPHERE,WA,12/21/1999 13:30
15528,Portland,,LIGHT,OR,12/21/1999 17:00
15529,Lakewood,,DISK,CO,12/21/1999 20:00
15530,Onodaga twp.,,DIAMOND,MI,12/21/1999 22:20
15531,Jacksonville,,DISK,FL,12/22/1999 2:00
15532,Clinton,,LIGHT,IN,12/22/1999 6:30
15533,Merrimac,RED,DIAMOND,WI,12/22/1999 7:00
15534,Salt Lake City,,FORMATION,UT,12/22/1999 7:30
15535,Hot Springs,,FLASH,AR,12/22/1999 10:05
15536,New York City,,,NY,12/22/1999 19:00
15537,Lackawaxen,,TRIANGLE,PA,12/22/1999 19:14
15538,White Sands,,LIGHT,NM,12/22/1999 19:15
15539,Baton Rouge,,OTHER,LA,12/22/1999 22:30
15540,Moses Lake,,OTHER,WA,12/23/1999 17:00
15541,Norman,YELLOW,SPHERE,OK,12/23/1999 17:20
15542,Savannah,BLUE,EGG,GA,12/23/1999 19:20
15543,Fulton,,TRIANGLE,AR,12/23/1999 20:30
15544,Howard,,LIGHT,CO,12/23/1999 22:15
15545,Atlantic City area,,LIGHT,NJ,12/24/1999 4:00
15546,Augusta,,OVAL,MT,12/24/1999 7:45
15547,Miami,RED,CIRCLE,FL,12/24/1999 21:00
15548,Youngstown,,TRIANGLE,OH,12/24/1999 23:24
15549,Milton,,TRIANGLE,TN,12/24/1999 23:55
15550,Columbia,,TRIANGLE,MO,12/25/1999 3:30
15551,Nashville,,LIGHT,TN,12/25/1999 4:00
15552,Mansfield,,OTHER,OH,12/25/1999 9:30
15553,Wellington,,OVAL,OH,12/25/1999 11:40
15554,Lake Elsinore,ORANGE,TRIANGLE,CA,12/25/1999 19:30
15555,Pleasanton,,CIGAR,TX,12/25/1999 19:30
15556,Poughkeepsie,,CHEVRON,NY,12/25/1999 19:30
15557,Spring Hill,,TRIANGLE,KS,12/25/1999 22:30
15558,Mt Vernon,,CHEVRON,MO,12/25/1999 23:00
15559,Gold Canyon,,LIGHT,AZ,12/26/1999 0:00
15560,Deer Lake,,LIGHT,PA,12/26/1999 1:17
15561,Huntington,,,WV,12/26/1999 6:45
15562,Sparks,ORANGE,TRIANGLE,NV,12/26/1999 17:00
15563,Vancouver,,,WA,12/26/1999 18:12
15564,Springfield,,LIGHT,MO,12/26/1999 19:00
15565,Dallas,ORANGE,FIREBALL,AR,12/26/1999 19:30
15566,Larose,,,LA,12/26/1999 19:55
15567,Boca Raton,,LIGHT,FL,12/26/1999 20:00
15568,New Orleans,,LIGHT,LA,12/26/1999 20:00
15569,Jamaica Estates,BLUE,LIGHT,NY,12/26/1999 20:25
15570,Jamaica Estates,BLUE,LIGHT,NY,12/26/1999 20:25
15571,Spring Creek,,,NV,12/26/1999 21:00
15572,Portland,,,OR,12/26/1999 22:30
15573,Temple City,ORANGE,SPHERE,CA,12/26/1999 22:30
15574,Ponchatoula,,DIAMOND,LA,12/26/1999 23:00
15575,San Diego,,TRIANGLE,CA,12/26/1999 23:30
15576,South Berwick,RED,LIGHT,ME,12/27/1999 0:00
15577,Hialeah,,OTHER,FL,12/27/1999 5:35
15578,Reno,,SPHERE,NV,12/27/1999 19:30
15579,Salem,,DIAMOND,OR,12/27/1999 21:30
15580,Dallas,,,TX,12/28/1999 2:00
15581,Lake Shasta,,LIGHT,CA,12/28/1999 2:00
15582,Sterling,,DISK,IL,12/28/1999 5:00
15583,Brigham City,,FIREBALL,UT,12/28/1999 5:13
15584,Saint Charles Township,,TRIANGLE,IL,12/28/1999 20:00
15585,Elisabeth,,LIGHT,CO,12/28/1999 22:00
15586,SC,RED ORANGE,FIREBALL,SC,12/28/1999 22:00
15587,Lakeland,ORANGE,FIREBALL,FL,12/28/1999 23:05
15588,Stockbridge,,,GA,12/29/1999 4:15
15589,D'Hanis,,,TX,12/29/1999 5:00
15590,Denver,,CHEVRON,CO,12/29/1999 17:50
15591,Denver,,,CO,12/29/1999 18:00
15592,Huntington,,LIGHT,WV,12/29/1999 19:20
15593,McMinnville,,,TN,12/30/1999 0:09
15594,Gansevoort,YELLOW GREEN,SPHERE,NY,12/30/1999 19:30
15595,Newman Lake,,OTHER,WA,12/31/1999 0:23
15596,Las Vegas,,CIRCLE,NV,12/31/1999 17:30
15597,Florissant,ORANGE,,MO,12/31/1999 19:30
15598,Dover,,CIRCLE,FL,12/31/1999 20:30
15599,Rockford,RED,SPHERE,IL,12/31/1999 22:00
15600,Loves Park,,CIRCLE,IL,12/31/1999 23:20
15601,Rockford,ORANGE,LIGHT,IL,12/31/1999 23:30
15602,Santee,,FORMATION,CA,12/31/1999 23:42
15603,Keys,,OTHER,CA,12/31/1999 23:47
15604,Keys,,VARIOUS,CA,12/31/1999 23:48
15605,Bellflower,,FIREBALL,CA,12/31/1999 23:59
15606,Bakersfield,,,CA,1/1/2000 0:01
15607,New York City,,SPHERE,NY,1/1/2000 0:01
15608,Los Angeles,,,CA,1/1/2000 0:03
15609,San Diego,GREEN,LIGHT,CA,1/1/2000 0:23
15610,Laporte,,OTHER,TX,1/1/2000 2:13
15611,Bellefontaine,RED,LIGHT,OH,1/1/2000 3:00
15612,Nellis AFB,,LIGHT,NV,1/1/2000 3:30
15613,Clovis,,LIGHT,CA,1/1/2000 5:00
15614,Gurnee,,LIGHT,IL,1/1/2000 14:45
15615,San Francisco,,LIGHT,CA,1/1/2000 16:20
15616,Medford,,FORMATION,OR,1/1/2000 17:00
15617,Houston,,FLASH,TX,1/1/2000 20:30
15618,Patoka,,TRIANGLE,IL,1/1/2000 21:00
15619,Houston,GREEN,SPHERE,TX,1/1/2000 21:35
15620,Evansville,,CIGAR,IN,1/1/2000 22:00
15621,Erath,,EGG,LA,1/1/2000 23:00
15622,Coral Springs,,,FL,1/1/2000 23:30
15623,Jacksonville,,RECTANGLE,FL,1/2/2000 0:00
15624,Mesa,,OVAL,AZ,1/2/2000 0:30
15625,Chandler,,DIAMOND,AZ,1/2/2000 18:30
15626,Murrieta,,FIREBALL,CA,1/2/2000 19:33
15627,Kennewick,,LIGHT,WA,1/2/2000 19:34
15628,Oroville,,LIGHT,CA,1/2/2000 20:00
15629,Studio City,BLUE,RECTANGLE,CA,1/2/2000 21:00
15630,Anaheim Hills,GREEN,LIGHT,CA,1/2/2000 21:30
15631,Redlands,GREEN,FIREBALL,CA,1/2/2000 21:30
15632,Temecula,GREEN,FIREBALL,CA,1/2/2000 21:30
15633,Glendale,,FIREBALL,CA,1/2/2000 21:33
15634,Big Bear Lake,BLUE,OTHER,CA,1/2/2000 21:35
15635,La Quinta,,FORMATION,CA,1/2/2000 21:35
15636,Sanger,BLUE,OTHER,CA,1/2/2000 21:35
15637,Claremont,,,CA,1/2/2000 21:36
15638,Vista,,DISK,CA,1/2/2000 21:37
15639,Jurupa,BLUE,LIGHT,CA,1/2/2000 21:40
15640,San Fernando Valley,,TRIANGLE,CA,1/2/2000 21:40
15641,Sierra Madre,GREEN,FIREBALL,CA,1/2/2000 21:50
15642,Tustin,BLUE,LIGHT,CA,1/2/2000 22:00
15643,South Pasadena,,CHEVRON,CA,1/2/2000 22:40
15644,no data,,TRIANGLE,NV,1/2/2000 23:00
15645,El Centro,,OTHER,CA,1/3/2000 7:30
15646,Union City,,CIGAR,TN,1/3/2000 15:18
15647,West Manchester,,LIGHT,OH,1/3/2000 21:30
15648,Reno,,LIGHT,NV,1/3/2000 22:43
15649,Union,,TRIANGLE,MO,1/4/2000 3:15
15650,Duryea,RED GREEN BLUE,OVAL,PA,1/4/2000 19:00
15651,Scottsdale,,LIGHT,AZ,1/4/2000 20:30
15652,Coleman,,FIREBALL,TX,1/4/2000 21:30
15653,Dupo,,TRIANGLE,IL,1/4/2000 23:35
15654,Spokane,,,WA,1/5/2000 0:00
15655,Florissant,,RECTANGLE,MO,1/5/2000 2:00
15656,Florissant,,RECTANGLE,MO,1/5/2000 2:00
15657,Caseyville,RED ORANGE,OTHER,IL,1/5/2000 4:00
15658,"Summerfield,",,VARIOUS,IL,1/5/2000 4:15
15659,Edwardsville,,TRIANGLE,IL,1/5/2000 4:25
15660,St. Louis,,,MO,1/5/2000 4:30
15661,Milton,,TRIANGLE,MA,1/5/2000 5:00
15662,Exton,BLUE,CYLINDER,PA,1/5/2000 9:50
15663,Hawkinsville,,TRIANGLE,GA,1/5/2000 19:55
15664,Galesburg,,TRIANGLE,IL,1/5/2000 20:00
15665,Ramona,,LIGHT,CA,1/5/2000 21:00
15666,Lakemoor,,TRIANGLE,IL,1/5/2000 22:45
15667,"Rock Spings, 2miles west of",,,WY,1/6/2000 5:45
15668,York,,CIGAR,PA,1/6/2000 10:25
15669,San Francisco,,CHEVRON,CA,1/6/2000 15:00
15670,Riley County,,TEARDROP,KS,1/6/2000 16:00
15671,Austell,BLUE,FIREBALL,GA,1/6/2000 22:00
15672,Edgewood,,SPHERE,WA,1/7/2000 0:10
15673,Rock Island,,CIRCLE,IL,1/7/2000 5:15
15674,Las Vegas,,,NV,1/7/2000 16:20
15675,Citrus Heights,,,CA,1/7/2000 19:00
15676,Three Rivers,GREEN,FIREBALL,MI,1/7/2000 21:35
15677,Westwood,,FORMATION,CA,1/7/2000 21:40
15678,Citrus Heights,,LIGHT,CA,1/7/2000 22:45
15679,Montgomery,,TRIANGLE,AL,1/7/2000 23:00
15680,Knoxville,,CIGAR,TN,1/8/2000 7:30
15681,Maitland,ORANGE YELLOW,FORMATION,FL,1/8/2000 16:45
15682,Kent,,VARIOUS,CT,1/8/2000 17:00
15683,Maitland,RED,LIGHT,FL,1/8/2000 17:00
15684,Las Vegas Blvd.,,LIGHT,NV,1/9/2000 0:20
15685,Los Angeles,ORANGE,SPHERE,CA,1/9/2000 17:30
15686,Guyton,,CIRCLE,GA,1/9/2000 19:07
15687,Grand Junction,BLUE,FIREBALL,CO,1/9/2000 21:50
15688,Amarillo,,LIGHT,TX,1/9/2000 23:00
15689,Sanford,,LIGHT,ME,1/9/2000 23:25
15690,Brentwood,,DISK,TN,1/10/2000 9:15
15691,Mannford,,OVAL,OK,1/10/2000 19:15
15692,Sevierville,,OVAL,TN,1/10/2000 20:30
15693,Conroe,,LIGHT,TX,1/10/2000 21:00
15694,San Diego,,LIGHT,CA,1/10/2000 21:30
15695,Erie,,,PA,1/10/2000 22:00
15696,Westchester,,TRIANGLE,IL,1/11/2000 2:00
15697,Brownell,RED BLUE,,KS,1/11/2000 11:15
15698,Boise,,,ID,1/11/2000 21:00
15699,Atlanta,BLUE,SPHERE,GA,1/11/2000 22:00
15700,Denver,RED ORANGE GREEN,FIREBALL,CO,1/11/2000 22:10
15701,San Diego,,OVAL,CA,1/11/2000 22:40
15702,Northbrook,,DISK,IL,1/12/2000 0:22
15703,Los Angeles,YELLOW BLUE,DISK,CA,1/12/2000 1:31
15704,Snohomish,,TRIANGLE,WA,1/12/2000 18:20
15705,Galesburg,ORANGE,FIREBALL,IL,1/13/2000 0:00
15706,Jacksonville,,,FL,1/13/2000 3:00
15707,Pine Mountain,,LIGHT,AR,1/13/2000 6:30
15708,Phoenix,,CIRCLE,AZ,1/13/2000 15:45
15709,Louisville,BLUE,FIREBALL,KY,1/13/2000 22:30
15710,Mt. Vernon,RED,DISK,WA,1/14/2000 6:30
15711,Houston,,DISK,TX,1/14/2000 12:25
15712,Charlesbourg,,RECTANGLE,CA,1/14/2000 17:45
15713,Louisville,,LIGHT,KY,1/14/2000 20:05
15714,Monroe,,,CT,1/15/2000 2:45
15715,Longview,RED,CIGAR,TX,1/15/2000 18:00
15716,St. Louis,,,MO,1/15/2000 18:00
15717,Keystone Heights,,CIRCLE,FL,1/15/2000 19:00
15718,Skowhegan,RED,OVAL,ME,1/15/2000 19:10
15719,Houston,,TRIANGLE,TX,1/15/2000 20:00
15720,Lake Charles,,LIGHT,LA,1/15/2000 20:00
15721,Channelview,,,TX,1/15/2000 22:00
15722,Milton,,LIGHT,WV,1/15/2000 22:00
15723,West Fargo,RED,SPHERE,ND,1/15/2000 22:30
15724,Kalamazoo,,CIRCLE,MI,1/15/2000 23:00
15725,Houghton Lake,,FLASH,MI,1/15/2000 23:45
15726,Christiana,,RECTANGLE,TN,1/16/2000 1:30
15727,Tifton,,DISK,GA,1/16/2000 13:10
15728,Becker,,TRIANGLE,MN,1/16/2000 18:00
15729,Davis,,CIRCLE,CA,1/16/2000 19:00
15730,Hagerstown,,LIGHT,MD,1/16/2000 20:50
15731,Lyons,,LIGHT,GA,1/16/2000 21:00
15732,Columbia,,,KY,1/17/2000 0:00
15733,Columbia,,,KY,1/17/2000 4:30
15734,Philadelphia,,RECTANGLE,PA,1/17/2000 18:05
15735,Oroville,ORANGE YELLOW,CONE,CA,1/17/2000 18:20
15736,Three Forks,,CYLINDER,MT,1/17/2000 20:30
15737,Orland,GREEN,TRIANGLE,CA,1/17/2000 21:40
15738,Pittsburgh,,LIGHT,PA,1/17/2000 22:10
15739,Buttonwillow,,CYLINDER,CA,1/18/2000 1:00
15740,Blackwell,,LIGHT,TX,1/18/2000 1:15
15741,Juneau,,,AK,1/18/2000 7:45
15742,Crescent City,BLUE,FIREBALL,CA,1/18/2000 18:15
15743,Dayton township,,OVAL,NV,1/18/2000 18:15
15744,Sixes,,LIGHT,OR,1/18/2000 18:20
15745,Los Gatos,BLUE,OTHER,CA,1/18/2000 18:25
15746,Ely,,SPHERE,NV,1/18/2000 18:30
15747,Pleasanton,,LIGHT,CA,1/18/2000 18:30
15748,Van Nuys,,LIGHT,CA,1/18/2000 18:30
15749,Los Angeles,,,CA,1/18/2000 18:39
15750,Wilsonville,,,OR,1/18/2000 19:45
15751,Lake Worth,,EGG,FL,1/19/2000 3:19
15752,Alvin,BLUE,,TX,1/19/2000 18:10
15753,Cairo,,CIRCLE,WV,1/20/2000 10:39
15754,Salt Lake City,,DISK,UT,1/20/2000 13:30
15755,Bryant,,CIRCLE,WI,1/20/2000 17:07
15756,Columbus,,FIREBALL,OH,1/20/2000 18:00
15757,Wilmington,,LIGHT,CA,1/20/2000 18:00
15758,Bradenton,,FIREBALL,FL,1/20/2000 21:30
15759,Bradenton,,FIREBALL,FL,1/20/2000 21:35
15760,Columbus,,TRIANGLE,NE,1/20/2000 22:00
15761,Houston,,TRIANGLE,TX,1/20/2000 22:10
15762,Houston,,DIAMOND,TX,1/20/2000 22:14
15763,Memphis,,OTHER,TN,1/20/2000 22:22
15764,Hialeah,,OTHER,FL,1/20/2000 22:30
15765,Belcamp,,TRIANGLE,MD,1/20/2000 23:10
15766,Pembroke Pines,,LIGHT,FL,1/20/2000 23:15
15767,,,RECTANGLE,NV,1/21/2000 11:30
15768,Whitefish,,FIREBALL,MT,1/21/2000 17:15
15769,Highland Park,,,IL,1/21/2000 18:30
15770,Tacna,,TRIANGLE,AZ,1/22/2000 11:30
15771,Sacramento area,ORANGE,TRIANGLE,CA,1/22/2000 19:00
15772,San Diego,,VARIOUS,CA,1/22/2000 23:00
15773,Petaluma,,DISK,CA,1/23/2000 11:05
15774,Rio Rancho,,SPHERE,NM,1/23/2000 15:00
15775,Covina,,OVAL,CA,1/23/2000 18:30
15776,Fontana,,DISK,CA,1/23/2000 18:50
15777,Mammoth Lakes,,DISK,CA,1/24/2000 13:00
15778,Edinburg,,LIGHT,TX,1/25/2000 19:55
15779,Gold Bar,,CIGAR,WA,1/25/2000 21:30
15780,Ottumwa,,DISK,IA,1/26/2000 6:45
15781,Westminster,RED,LIGHT,CA,1/26/2000 19:10
15782,Seattle,,FIREBALL,WA,1/26/2000 19:37
15783,Parrish,,TRIANGLE,FL,1/26/2000 21:00
15784,Omaha,,TEARDROP,NE,1/26/2000 21:11
15785,Sante Fe,YELLOW,OTHER,NM,1/26/2000 21:45
15786,San Gabriel Valley,,TRIANGLE,CA,1/27/2000 12:00
15787,Covina,,LIGHT,CA,1/27/2000 18:30
15788,Leavenworth,ORANGE,FIREBALL,WA,1/27/2000 19:40
15789,Monticello,,LIGHT,IN,1/27/2000 20:00
15790,Tucson,,CYLINDER,AZ,1/27/2000 22:00
15791,Damascus,GREEN,FIREBALL,OR,1/28/2000 0:00
15792,Beaverton,,CYLINDER,OR,1/28/2000 7:30
15793,East Rutherford,,TRIANGLE,NJ,1/28/2000 17:30
15794,Rohnert Park,,LIGHT,CA,1/28/2000 19:15
15795,Prescott Valley,YELLOW,CIRCLE,AZ,1/28/2000 20:40
15796,Laguna Niguel,,SPHERE,CA,1/28/2000 20:58
15797,Northbend,RED,CROSS,WA,1/29/2000 7:30
15798,Seatac,,FIREBALL,WA,1/29/2000 10:00
15799,Beaverton,,CYLINDER,OR,1/29/2000 13:00
15800,New Wilmington,,CIRCLE,PA,1/30/2000 10:30
15801,San Francisco,,TRIANGLE,CA,1/30/2000 23:15
15802,Cape Canaveral,GREEN,LIGHT,FL,1/31/2000 21:00
15803,Escondido,,CIRCLE,CA,1/31/2000 22:21
15804,Flagstaff,BLUE,,AZ,2/1/2000 1:00
15805,Lynn,,TRIANGLE,AL,2/1/2000 2:30
15806,Cottage Grove,,TRIANGLE,OR,2/1/2000 9:00
15807,Houston,,CHEVRON,TX,2/1/2000 10:00
15808,New York City,,OTHER,NY,2/1/2000 20:30
15809,Babbitt,,OTHER,MN,2/1/2000 23:00
15810,Flagstaff,,,AZ,2/1/2000 23:30
15811,Silverlake,,DIAMOND,WA,2/2/2000 0:00
15812,,,LIGHT,NV,2/2/2000 3:00
15813,Long Island,RED GREEN,TRIANGLE,NY,2/2/2000 10:00
15814,Denver,,OTHER,CO,2/2/2000 16:00
15815,Glenwood Landing,,VARIOUS,NY,2/2/2000 17:00
15816,Mattawa,ORANGE,OTHER,WA,2/2/2000 18:00
15817,Seattle,,,WA,2/2/2000 19:00
15818,Bouse,,,AZ,2/2/2000 19:33
15819,Seattle,,OTHER,WA,2/2/2000 19:49
15820,Seattle,,OTHER,WA,2/2/2000 19:49
15821,Kent,,CIGAR,WA,2/2/2000 20:00
15822,Rock Hill,,LIGHT,SC,2/2/2000 20:00
15823,Seattle,,CHEVRON,WA,2/2/2000 20:00
15824,Bagdad,YELLOW,OTHER,AZ,2/2/2000 21:30
15825,Castle Rock,RED GREEN,LIGHT,WA,2/3/2000 7:00
15826,Summerville,,TEARDROP,SC,2/3/2000 18:32
15827,Dillon,,TRIANGLE,SC,2/3/2000 19:10
15828,Crystal River,,LIGHT,FL,2/3/2000 19:45
15829,Temple City,,,CA,2/3/2000 20:00
15830,Sealy,,LIGHT,TX,2/3/2000 21:50
15831,Youngsville,,LIGHT,NC,2/4/2000 5:55
15832,Olympia,,LIGHT,WA,2/4/2000 19:30
15833,Houston,,TRIANGLE,TX,2/4/2000 19:40
15834,Prescott,YELLOW,CIRCLE,AZ,2/4/2000 20:30
15835,Prescott Valley,,CIRCLE,AZ,2/4/2000 21:30
15836,Prescott Valley,,FORMATION,AZ,2/4/2000 21:30
15837,Osceola,BLUE,OTHER,IN,2/4/2000 22:40
15838,Euless,GREEN,FIREBALL,TX,2/4/2000 23:59
15839,Tampa,,FORMATION,FL,2/5/2000 13:00
15840,Pollock Pines,,LIGHT,CA,2/5/2000 19:30
15841,St. Albans,,VARIOUS,WV,2/6/2000 6:30
15842,Las Vegas,,OTHER,NV,2/6/2000 19:30
15843,La Crosse,,,WI,2/6/2000 22:30
15844,Alton,,TRIANGLE,IL,2/7/2000 5:30
15845,Bullhead City,,OTHER,AZ,2/7/2000 13:00
15846,Sebring,YELLOW,LIGHT,FL,2/7/2000 19:35
15847,Pima,,FIREBALL,AZ,2/7/2000 19:40
15848,Ionia,,TRIANGLE,MI,2/7/2000 21:00
15849,Prescott Valley,YELLOW,CIRCLE,AZ,2/8/2000 0:30
15850,Ventura,,LIGHT,CA,2/8/2000 4:00
15851,Canton,,TRIANGLE,MA,2/8/2000 5:15
15852,Harbor City,,CIRCLE,CA,2/8/2000 9:10
15853,Avon Park,,FIREBALL,FL,2/8/2000 17:15
15854,North Hollywood,,OVAL,CA,2/8/2000 17:40
15855,Glendale,,DISK,CA,2/8/2000 18:00
15856,Seattle,RED,FIREBALL,WA,2/8/2000 19:07
15857,San Antonio,,OTHER,TX,2/8/2000 19:30
15858,Tucson,,,AZ,2/8/2000 21:00
15859,Southbury,,CIRCLE,CT,2/8/2000 23:00
15860,Columbia,,,MO,2/9/2000 8:25
15861,Bristol,,TRIANGLE,VT,2/9/2000 18:15
15862,Harrington,,OTHER,WA,2/9/2000 18:50
15863,Deer Park,,LIGHT,NY,2/9/2000 19:10
15864,Tucson,,OTHER,AZ,2/9/2000 19:30
15865,Columbia,,,MO,2/9/2000 20:25
15866,Ranger,,LIGHT,TX,2/9/2000 20:30
15867,Toledo,GREEN,OVAL,WA,2/9/2000 20:45
15868,Northport,,VARIOUS,WA,2/9/2000 21:00
15869,Sea Tac Airport,,TRIANGLE,WA,2/9/2000 21:00
15870,Lake Elsinore,,SPHERE,CA,2/9/2000 21:03
15871,Seattle,,CIRCLE,WA,2/9/2000 22:00
15872,Prescott Valley,ORANGE,,AZ,2/9/2000 22:12
15873,Kirkland,GREEN,OTHER,WA,2/10/2000 4:20
15874,Alturas,ORANGE,FIREBALL,FL,2/10/2000 19:30
15875,Tucson,,,AZ,2/11/2000 19:20
15876,Rockford,,LIGHT,IL,2/11/2000 20:15
15877,Rockford,ORANGE,FORMATION,IL,2/11/2000 21:00
15878,Rockford,ORANGE,FIREBALL,IL,2/11/2000 21:15
15879,Houston,,OTHER,TX,2/11/2000 22:00
15880,Buffalo,,CIRCLE,NY,2/12/2000 17:00
15881,Dundee,,FIREBALL,FL,2/12/2000 20:00
15882,Fort Lauderdale,YELLOW GREEN,FIREBALL,FL,2/12/2000 20:45
15883,Rockford,ORANGE,SPHERE,IL,2/12/2000 22:00
15884,Salem,,CIRCLE,OR,2/13/2000 2:00
15885,Sandpoint,,LIGHT,ID,2/13/2000 18:42
