city,country,2017,2018,2019,2020,2021,2022,2023
Merritt,USA,6.1,6.3,7.9,8.1,8.9,8.7,8.7
Merritt Island,USA,0,0,5.9,5.7,6.1,5.3,5.3
Mesa,USA,78.999.999.999.999.900,6.6,4.699.999.999.999.990,6.2,5.7,4.7,4.65
Mesa Vista,USA,0,0,0,0,0,6.3,6.2
Mesquite,USA,0,0,0,0,6.5,7.0,7.0
Metairie,USA,0,0,10.7,9.2,9.0,8.8,8.8
Metaline,USA,0,0,0,0,14.7,8.1,7.9
Mexico,USA,0,0,0,0,10.2,7.4,7.4
Mi-Wuk Village,USA,0,0,0,0,0,6.6,7.8
Miami,USA,0,0,7.8,7.9,8.7,73.500.000.000.000.000,7.4
Middlebury,USA,0,0,0,0,8.1,4.7,3.7
Middlesboro,USA,0,0,0,0,11.0,9.6,9.6
Middletown,USA,0,0,6.6,0,8.4,7.0,7.0
Midland,USA,0,0,0,0,13.649.999.999.999.900,10.8,10.85
Midlothian,USA,9.2,9.3,9.2,9.3,11.0,10.1,10.1
Midvale,USA,0,0,7.6,9.1,10.7,8.4,8.4
Midway,USA,0,0,3.7,7.4,8.2,5.4,5.4
Milford,USA,0,0,0,0,8.5,5.2,5.1
Mill City,USA,0,0,0,0,5.8,7.0,6.9
Mill Valley,USA,0,0,5.4,8.7,6.6,6.4,6.4
Millbrae,USA,0,0,7.1,10.1,8.0,6.8,6.8
Millcreek,USA,0,0,0,0,7.0,8.4,8.4
Millers Creek,USA,0,0,0,7.9,9.8,7.1,6.8
Millington,USA,8.7,6.8,6.1,4.8,5.6,6.3,6.4
Millsboro,USA,0,0,0,0,11.9,9.6,9.6
Millville,USA,8.9,8.8,7.4,12.950.000.000.000.000,11.95,6.4,6.4
Milpitas,USA,0,14.5,7.3,13.8,9.5,9.3,9.2
Milton,USA,0,0,0,0,11.1,8.3,8.3
Milwaukee,USA,7.2,8.1,8.5,8.1,9.5,7.8,7.8
Milwaukie,USA,0,0,0,0,9.2,11.7,11.7
Minden,USA,0,0,4.9,13.1,25.5,9.2,9.2
Mineral Bluff,USA,0,0,0,0,0,9.9,9.9
Minneapolis,USA,7.7,7.8,8.8,8.4,11.4,8.8,8.7
Miramonte,USA,0,0,0,17.1,13.4,6.8,6.6
Mission,USA,9.5,10.3,11.0,10.2,12.6,9.966.666.666.666.660,10.233.333.333.333.300
Mission District,USA,0,0,0,0,0,7.9,8.0
Mission Viejo,USA,0,0,9.4,11.2,11.0,7.7,7.6
Missoula,USA,12.6,8.2,7.4,8.7,11.9,8.9,8.9
Moab,USA,0,0,4.7,7.9,8.3,2.1,2.1
Mobile,USA,0,0,11.9,10.3,10.4,10.6,10.6
Moccasin,USA,0,0,0,0,0,3.8,3.8
Modesto,USA,13.0,15.1,8.1,16.5,14.6,12.5,12.6
Moffat,USA,0,0,0,0,0,2.2,2.2
Mojave,USA,6.1,7.8,6.7,0,8.6,5.6,5.5
Mokelumne Hill,USA,0,0,0,0,0,8.2,8.2
Monaca,USA,0,0,0,0,12.7,10.7,10.7
Moncure,USA,0,0,11.1,0,12.1,9.5,9.7
Monmouth,USA,0,0,6.2,10.6,5.4,7.0,7.0
Monroe,USA,7.8,6.9,8.25,8.6,10.15,9.54,9.52
Monrovia,USA,0,0,0,0,14.7,11.7,11.6
Montague,USA,0,0,10.9,17.8,21.8,10.6,10.5
Montara,USA,0,0,7.0,0,8.8,8.1,8.1
Montclair,USA,0,0,0,0,12.3,10.2,10.2
Monte Rio,USA,0,0,7.8,11.8,8.2,7.2,7.2
Monte Sereno,USA,0,0,0,0,7.0,5.9,5.8
Montebello,USA,0,0,0,0,16.2,13.9,13.8
Montecito,USA,0,0,8.0,10.3,8.9,6.0,6.0
Monterey,USA,0,0,7.2,0,6.3,5.7,5.7
Monterey Park,USA,0,0,14.5,16.3,14.5,10.6,10.6
Montgomery,USA,13.3,13.5,13.1,13.3,10.9,6.8,6.8
Montgomery Creek,USA,0,0,4.9,14.9,13.9,4.7,4.7
Montrose,USA,0,0,0,0,7.3,3.9,3.9
Montrose-Ghent,USA,0,0,0,0,15.5,10.3,10.1
Montverde,USA,0,0,0,0,5.5,2.9,2.9
Moore,USA,7.9,10.0,10.1,9.8,10.9,9.7,9.7
Moorpark,USA,0,0,0,0,12.6,8.6,8.5
Moraga,USA,0,0,6.3,12.4,8.2,7.3,7.3
Moretown,USA,0,0,0,0,7.3,5.1,5.1
Morgan,USA,0,0,4.9,7.0,9.1,5.2,5.2
Morgan Hill,USA,0,0,7.1,10.7,7.4,6.8,6.8
Morongo Valley,USA,0,0,0,0,6.2,2.3,2.2
Morrison,USA,0,0,0,0,9.3,3.8,3.8
Morrisville,USA,8.9,8.1,11.9,9.2,8.2,7.1,7.1
Morro Bay,USA,0,0,5.0,8.0,6.4,7.9,7.9
Moscow,USA,7.7,5.4,3.6,9.3,9.9,8.4,8.3
Moses Lake,USA,9.6,8.0,5.7,0,12.6,11.8,11.9
Mosier,USA,0,0,0,0,0,7.5,7.9
Moss Beach,USA,0,0,0,0,7.7,7.4,7.4
Mossyrock,USA,0,0,0,0,5.6,7.9,7.9
Mound,USA,0,0,0,0,0,5.3,5.3
Moundsville,USA,0,0,0,0,13.1,11.1,11.1
Mount Airy,USA,0,0,11.9,9.7,11.1,9.0,9.0
Mount Hood Village,USA,0,0,0,0,9.0,6.0,6.0
Mount Horeb,USA,0,0,0,0,9.5,6.2,6.0
Mount Lebanon,USA,0,0,0,0,7.5,7.9,7.8
Mount Pleasant,USA,0,0,12.7,11.2,12.1,8.6,8.6
Mount Shasta,USA,0,0,9.1,14.4,17.5,8.0,8.0
Mount Vernon,USA,4.4,3.8,8.1,8.4,78.999.999.999.999.900,7.95,7.9
Mount Wilson,USA,0,0,0,0,0,3.7,3.7
Mountain Home,USA,0,0,0,0,12.5,7.7,7.9
Mountain House,USA,0,0,7.8,15.3,10.9,8.4,8.5
Mountain View,USA,4.3,6.2,5.25,10.4,5.800.000.000.000.000,5.6,5.65
Mountlake Terrace,USA,0,0,6.4,9.2,6.2,8.5,8.5
Moxee,USA,0,0,0,0,0,13.8,13.8
Moyie Springs,USA,0,0,0,0,0,13.5,13.4
Muir Beach,USA,0,0,6.3,8.9,5.4,5.8,5.8
Mukilteo,USA,0,0,0,0,5.5,8.2,8.2
Mukwonago,USA,0,0,12.1,9.8,10.0,9.9,10.0
Murphy,USA,0,0,0,0,9.8,8.3,8.2
Murphys,USA,0,0,5.4,16.7,11.2,6.1,6.1
Murray,USA,0,0,7.8,9.3,10.8,8.4,8.4
Murrieta,USA,0,0,8.8,10.2,8.3,6.0,6.0
Muscatine,USA,9.7,10.0,7.9,7.6,8.4,9.0,9.0
Muskegon,USA,0,0,0,0,16.0,13.5,13.5
Myrtle Beach,USA,0,0,9.5,8.0,9.4,8.6,8.7
Naches,USA,0,0,0,0,0,7.5,7.9
Nampa,USA,11.2,8.6,6.7,10.2,13.2,12.0,12.0
Nantucket,USA,0,0,0,0,7.0,5.6,5.6
Napa,USA,13.8,9.9,6.3,11.2,7.6,6.6,6.6
Napeague,USA,0,0,0,0,0,7.2,7.1
Naperville,USA,0,10.6,10.9,9.5,10.4,10.6,10.6
Naples,USA,8.6,8.2,7.75,7.65,08.05,6.3,6.25
Narragansett,USA,5.1,5.4,4.7,4.3,5.6,3.9,3.8
Nashville,USA,9.6,9.5,9.6,0,14.3,11.9,11.9
Nassau,USA,0,0,0,0,10.5,8.1,8.0
Natick,USA,0,0,8.5,7.5,9.0,5.8,5.6
Natrona Heights,USA,0,0,12.5,10.8,12.4,9.9,9.9
Navarre,USA,0,0,0,0,0,6.5,6.3
Navarro,USA,0,0,0,0,0,4.7,4.7
Neah Bay,USA,6.4,4.7,3.4,0,3.1,3.1,3.2
Nederland,USA,0,0,0,0,9.6,2.8,2.7
Needham,USA,0,0,0,0,0,4.4,4.3
Nenana,USA,0,0,10.8,4.5,5.1,8.6,8.8
Neosho,USA,0,0,0,0,2.5,8.0,6.3
Nevada City,USA,0,0,5.7,15.0,12.3,7.9,7.9
New Berlin,USA,0,0,0,0,12.5,11.4,11.4
New Braunfels,USA,0,0,9.9,8.9,9.6,8.1,8.1
New Brighton,USA,0,0,0,0,11.3,7.6,7.6
New Castle,USA,0,0,0,0,7.3,3.2,3.3
New Cuyama,USA,0,0,0,0,0,5.5,5.6
New Hampton,USA,0,0,0,0,0,6.9,6.9
New Harmony,USA,0,0,0,0,0,1.6,1.6
New Haven,USA,8.0,7.4,8.0,7.9,8.85,8.25,8.25
New Hope,USA,0,0,0,0,7.9,5.7,5.7
New Iberia,USA,0,0,0,0,7.4,9.0,7.2
New Milford,USA,0,0,0,0,0,6.6,6.5
New Orleans,USA,9.5,9.4,10.2,9.0,9.2,8.3,8.3
New Paltz,USA,0,0,0,0,10.3,7.7,7.8
New Salem,USA,6.4,6.3,4.9,5.0,8.7,7.6,7.6
New Stanton,USA,0,0,0,0,8.3,11.6,11.3
New Ulm,USA,0,0,10.2,10.2,10.0,9.1,9.2
New York City,USA,0,0,0,0,10.0,9.9,9.9
Newark,USA,8.7,8.9,8.8,10.7,12.525,10.9,10.9
Newberg,USA,0,0,0,0,7.2,9.1,9.2
Newberry,USA,0,0,8.1,7.8,7.6,7.8,7.8
Newberry Springs,USA,0,0,0,0,0,3.1,3.1
Newburgh,USA,6.6,6.8,6.7,6.7,7.8,6.4,6.4
Newbury Park,USA,0,0,0,0,0,8.6,8.4
Newcastle,USA,0,0,7.1,16.3,15.9,8.2,8.3
Newfane,USA,0,0,0,0,8.7,6.8,6.7
Newhall,USA,0,0,0,0,0,7.8,7.8
Newman,USA,0,0,0,0,14.8,12.5,12.4
Newman Lake,USA,0,0,0,0,0,11.2,10.2
Newport,USA,0,0,0,0,10.299.999.999.999.900,9.833.333.333.333.330,9.833.333.333.333.330
Newport Beach,USA,0,0,10.2,13.0,11.3,8.9,8.9
Newton,USA,0,0,0,0,9.0,6.7,6.7
Nicasio,USA,0,0,0,0,0,5.4,5.3
Niland,USA,0,0,0,0,6.1,11.4,11.9
Nile,USA,0,0,0,0,0,6.4,6.1
Nine Mile Falls,USA,0,0,0,0,0,11.6,11.5
Nipomo,USA,9.7,8.4,6.2,9.1,7.4,7.1,7.1
Niwot,USA,0,0,9.0,11.4,12.0,6.3,6.3
Noe Valley,USA,0,0,0,0,9.5,8.6,8.5
Nogales,USA,0,0,0,10.0,10.9,9.4,9.5
Nokomis,USA,0,0,0,0,0,6.2,6.2
Nome,USA,0,0,0,0,4.2,1.8,1.8
Norfolk,USA,0,0,0,0,9.3,6.0,4.6
Normal,USA,9.6,9.8,10.1,8.7,10.7,9.8,9.8
North Adams,USA,0,5.7,6.4,5.9,7.4,7.2,7.2
North Auburn,USA,0,0,0,0,13.7,9.3,9.2
North Augusta,USA,0,0,11.9,9.7,11.8,10.7,10.7
North Beach Haven,USA,0,0,0,0,0,1.4,1.6
North Bend,USA,5.0,4.7,4.8,8.7,5.8,8.6,8.6
North Charleston,USA,0,0,0,0,9.7,9.3,9.3
North Fair Oaks,USA,0,0,0,0,8.5,8.2,8.2
North Fork,USA,0,0,0,0,12.9,6.0,6.1
North Highlands,USA,0,0,0,0,19.4,10.3,11.5
North Hills,USA,0,0,0,0,0,9.4,9.4
North Hollywood,USA,0,0,0,0,14.5,10.5,10.5
North Kingstown,USA,0,0,0,0,8.4,6.5,6.4
North Lakeport,USA,0,0,0,0,10.4,3.8,3.8
North Las Vegas,USA,0,0,0,0,0,2.1,2.2
North Laurel,USA,0,0,0,0,0,7.0,7.0
North Pole,USA,14.9,10.9,14.7,0,9.6,12.0,12.0
North Reading,USA,0,0,0,0,9.0,7.7,7.7
North Richland Hills,USA,0,0,0,0,12.3,10.1,10.1
North Salt Lake,USA,0,0,6.1,7.9,10.0,4.1,4.0
North San Juan,USA,0,0,0,0,0,7.1,7.1
North Tonawanda,USA,0,0,0,0,11.6,9.6,9.6
North Wales,USA,0,0,0,0,0,6.9,6.9
North Wawona,USA,0,0,0,0,0,15.4,15.5
Northampton,USA,0,0,6.9,6.4,7.7,7.1,7.0
Northbrook,USA,8.8,9.1,8.8,7.3,9.3,8.1,8.1
Northfield,USA,0,0,0,0,9.9,5.9,5.8
Northridge,USA,0,0,0,0,11.1,8.8,8.9
Norwalk,USA,0,0,0,0,15.5,13.2,13.2
Novato,USA,0,0,6.3,11.1,7.5,6.5,6.5
Oak Creek,USA,0,0,0,0,0,2.3,2.3
Oak Grove,USA,0,0,0,0,8.6,10.9,10.9
Oak Harbor,USA,3.2,3.0,2.6,0,7.35,71.499.999.999.999.900,7.2
Oak Hills,USA,0,0,0,0,0,5.9,5.9
Oak Park,USA,0,0,0,0,12.45,9.6,9.5
Oak Run,USA,0,0,5.3,17.5,16.2,5.0,4.9
Oak View,USA,0,0,7.9,9.9,8.8,5.9,5.8
Oakdale,USA,0,0,7.1,0,15.6,10.6,10.6
Oakhurst,USA,0,0,8.1,29.9,12.9,7.3,7.3
Oakland,USA,11.4,13.5,7.0,10.7,8.0,7.8,7.8
Oakley,USA,0,0,4.0,6.4,9.85,61.000.000.000.000.000,61.000.000.000.000.000
Oakridge,USA,17.5,10.5,9.7,13.3,15.9,33.5,33.2
Oakville,USA,0,0,0,0,0,4.3,4.1
Oberlin,USA,0,0,0,0,10.4,6.4,6.0
Ocala,USA,8.3,7.8,8.5,0,8.7,7.7,7.5
Occidental,USA,0,0,5.5,7.9,6.3,4.5,4.5
Ocean Ridge,USA,0,0,0,0,7.0,7.3,7.3
Ocean View,USA,11.6,11.7,3.0,3.2,4.6,5.2,5.2
Oceanside,USA,11.0,10.3,6.9,10.2,10.0,8.2,8.2
Ocklawaha,USA,0,0,0,0,0,7.9,8.0
Ocotillo,USA,0,0,0,0,0,5.0,4.9
Odessa,USA,6.9,7.9,7.8,7.6,7.6,7.6,7.6
Ogden,USA,7.6,9.2,5.6,7.85,9.25,6.75,6.550.000.000.000.000
Ojai,USA,12.7,10.4,6.0,8.2,8.4,6.2,6.2
Ojo Encino,USA,0,0,0,0,0,3.9,3.9
Okanogan,USA,0,0,8.4,9.4,12.6,7.9,7.8
Okemos,USA,0,0,0,0,12.0,9.6,9.7
Oklahoma City,USA,0,0,9.1,9.5,11.0,9.3,9.3
Olancha,USA,0,0,0,0,10.5,2.7,2.9
Olathe,USA,5.8,7.5,6.4,8.0,9.4,9.0,9.0
Old Bretz Mill,USA,0,0,0,0,0,4.1,4.0
Old Station,USA,0,0,0,0,20.5,4.3,4.6
Olga,USA,0,0,0,0,0,5.5,5.5
Olivette,USA,0,0,0,0,11.4,10.2,10.0
Olympia,USA,0,0,6.0,8.9,6.2,9.2,9.2
Olympic Valley,USA,0,0,0,0,7.4,9.1,9.1
Omaha,USA,9.6,8.5,9.1,9.5,11.3,7.3,7.3
Omak,USA,11.6,12.7,8.7,11.9,13.1,8.5,8.7
Onamia,USA,0,0,0,0,8.6,6.3,6.2
Ontario,USA,0,0,16.0,17.6,14.7,11.4,11.35
Opportunity,USA,0,0,0,0,0,10.4,10.2
Orange,USA,8.7,10.5,8.4,9.649.999.999.999.990,9.3,9.7,9.55
Orangevale,USA,0,0,0,0,13.2,9.7,9.7
Orcas,USA,0,0,0,0,0,5.4,5.4
Orchard Mesa,USA,0,0,0,0,5.5,4.5,4.5
Orcutt,USA,0,0,0,0,7.4,5.9,5.8
Oregon City,USA,0,0,0,0,4.5,7.4,7.4
Oregon House,USA,0,0,0,0,0,9.8,9.9
Orem,USA,0,0,4.9,7.4,8.7,6.1,6.1
Orinda,USA,0,0,5.6,10.9,7.4,6.2,6.2
Orland,USA,0,0,8.2,17.9,14.2,7.6,7.5
Orlando,USA,0,0,7.0,6.6,6.8,6.5,6.5
Orleans,USA,0,0,8.2,20.8,19.6,8.3,8.4
Orofino,USA,0,0,0,0,20.1,9.1,6.9
Oroville,USA,0,0,7.2,22.1,17.4,6.55,6.5
Oroville East,USA,0,0,0,0,0,2.4,2.5
Orrville,USA,0,0,0,0,14.6,13.1,13.1
Oshkosh,USA,0,0,0,0,12.7,10.5,10.5
Ossining,USA,0,0,0,0,6.6,1.1,1.1
Othello,USA,0,0,0,0,7.7,9.7,8.2
Otis,USA,0,0,0,0,0,4.6,4.5
Otis Orchards-East Farms,USA,0,0,0,0,13.5,13.4,13.3
Otisville,USA,0,0,0,0,9.7,6.5,6.3
Ouray,USA,0,0,0,0,7.8,3.1,3.1
Overlook,USA,0,0,0,0,0,7.5,7.8
Owens Cross Roads,USA,0,0,0,0,0,11.9,11.8
Owensboro,USA,10.7,9.0,8.7,8.0,10.3,8.6,8.6
Owings Mills,USA,0,0,0,0,10.2,8.6,8.6
Oxford,USA,0,0,0,0,12.35,10.6,10.65
Oxnard,USA,9.5,8.7,7.2,9.3,10.5,8.6,8.5
Oxon Hill,USA,0,0,0,0,0,10.5,10.5
Pacheco,USA,0,0,0,0,11.7,8.9,8.9
Pacific,USA,0,0,0,10.9,8.0,9.9,9.8
Pacific Beach,USA,0,0,0,0,0,6.8,6.8
Pacific Grove,USA,0,0,5.9,8.5,7.6,6.6,6.6
Pacifica,USA,0,0,6.0,8.6,7.6,7.1,7.1
Paducah,USA,0,9.8,9.4,8.8,9.7,9.3,9.9
Pagosa Springs,USA,0,0,0,0,0,5.5,5.5
Pahala,USA,0,0,3.7,3.3,3.4,4.0,4.0
Palisade,USA,0,0,3.3,8.2,7.2,2.9,2.8
Palm Desert,USA,0,0,5.9,7.9,6.0,4.0,3.9
Palm Harbor,USA,9.3,8.0,8.8,9.0,8.4,8.2,8.2
Palm Springs,USA,0,0,0,0,0,3.5,3.5
Palmdale,USA,0,0,5.5,9.4,6.2,4.0,4.0
Palmer,USA,5.0,4.3,6.4,0,7.9,5.4,5.2
Palmetto,USA,0,0,0,0,6.5,3.0,3.0
Palo Alto,USA,0,0,6.5,10.0,7.7,7.4,7.4
Palo Cedro,USA,0,0,7.9,0,18.5,6.8,6.8
Palos Verdes Estates,USA,0,0,9.6,11.9,11.1,8.1,8.5
Palos Verdes Peninsula,USA,0,0,0,0,0,8.9,8.9
Palouse,USA,0,0,0,0,20.2,7.9,6.1
Panama City,USA,9.0,8.6,8.8,10.0,8.7,8.9,8.9
Panama City Beach,USA,0,0,0,0,10.3,7.9,7.6
Paonia,USA,0,0,4.5,5.5,7.8,3.4,3.4
Paradise,USA,6.8,17.9,5.15,10.05,12.8,4.7,4.55
Paramount,USA,0,0,0,0,16.5,16.3,16.3
Park City,USA,0,0,3.5,5.9,7.6,2.8,2.8
Park Rapids,USA,0,0,0,0,14.8,6.6,6.7
Parker,USA,0,0,6.6,0,8.4,1.6,1.6
Parlier,USA,0,0,0,0,18.5,14.7,14.7
Pasadena,USA,0,0,13.5,16.2,12.0,10.7,10.7
Pascagoula,USA,0,8.5,8.6,8.6,8.6,7.8,7.8
Pasco,USA,0,0,0,0,11.5,11.5,11.5
Paso Robles,USA,0,0,6.1,13.1,8.1,7.3,7.4
Pateros,USA,0,0,7.3,11.9,14.4,8.1,8.1
Patterson,USA,0,0,9.6,17.6,14.0,10.5,10.6
Pauma Valley,USA,0,0,0,0,0,4.5,4.4
Payson,USA,0,0,5.8,7.4,8.8,6.1,6.1
Pe Ell,USA,0,0,0,0,0,5.5,4.3
Peaceful Valley,USA,0,0,0,0,15.6,19.8,19.8
Peach Lake,USA,0,0,0,0,11.3,8.1,7.5
Peachtree Corners,USA,0,0,0,0,14.4,10.6,10.7
Peck,USA,0,0,0,9.1,11.1,9.0,9.0
Pendleton,USA,9.9,8.9,8.2,12.1,7.9,8.1,8.1
Penn Valley,USA,0,0,0,0,13.2,6.9,6.9
Penngrove,USA,0,0,0,0,8.0,7.0,7.0
Pennington,USA,0,0,10.5,10.2,11.2,6.6,6.3
Pensacola,USA,0,0,9.4,9.7,8.6,9.6,10.149.999.999.999.900
Pentwater,USA,0,0,0,0,0,9.0,9.0
Peoria,USA,9.9,9.6,8.6,8.2,7.8,6.949.999.999.999.990,6.949.999.999.999.990
Peotone,USA,0,0,0,0,16.7,14.9,14.9
Pepperell,USA,0,0,0,0,9.4,6.3,6.2
Pequot Lakes,USA,0,0,0,0,8.3,5.8,5.8
Perris,USA,0,0,9.6,11.9,10.2,2.6,2.5
Perry,USA,0,0,0,0,11.4,7.1,7.1
Pescadero,USA,0,0,5.3,8.1,6.2,4.5,4.5
Petaluma,USA,0,0,6.7,10.2,8.1,7.2,7.2
Peterborough,USA,3.8,4.1,4.0,4.0,5.9,4.4,4.4
Petersburg,USA,0,0,0,0,11.7,10.0,10.2
Pflugerville,USA,0,0,0,0,11.3,10.3,10.4
Phelan,USA,0,0,6.2,9.0,7.4,4.0,4.0
Phenix City,USA,0,0,0,0,0,9.1,9.1
Philadelphia,USA,9.6,9.3,10.5,9.5,11.5,9.1,9.1
Philo,USA,0,0,0,0,0,4.3,4.3
Phoenix,USA,8.4,8.6,7.75,11.600.000.000.000.000,13.200.000.000.000.000,8.55,8.5
Phoenix Lake,USA,0,0,0,0,11.0,6.0,6.0
Pico Rivera,USA,0,0,14.9,15.0,16.5,14.3,14.5
Piedmont,USA,0,0,6.65,11.9,8.5,46.000.000.000.000.000,4.65
Pierre,USA,4.1,4.5,10.9,11.0,6.4,5.2,4.8
Pieta,USA,0,0,0,0,0,4.4,4.4
Pigeon,USA,0,0,0,0,12.9,9.4,9.4
Pikeville,USA,9.1,7.3,7.0,6.6,7.7,6.9,6.9
Pilot Hill,USA,0,0,0,0,0,9.0,7.7
Pilot Rock,USA,0,0,0,0,0,7.5,7.2
Pine,USA,0,0,0,0,5.4,5.0,5.0
Pine City,USA,0,0,0,0,11.3,7.9,7.9
Pine Grove,USA,0,0,0,0,15.5,8.3,8.2
Pine Mountain Club,USA,0,0,0,0,10.0,6.0,6.0
Pinecrest,USA,0,0,0,0,0,11.2,10.8
Pinedale,USA,0,0,3.5,3.9,6.1,3.4,3.4
Pinehurst,USA,14.8,12.7,9.1,11.8,10.9,9.8,9.4
Piney Flats,USA,0,0,0,0,0,9.9,10.1
Pinole,USA,0,0,0,0,8.4,7.8,7.8
Pinon Hills,USA,0,0,4.4,8.8,5.9,3.2,3.2
Pioneer,USA,0,0,6.5,17.2,12.8,6.0,6.0
Piru,USA,0,0,0,0,11.5,8.5,9.1
Piscataway,USA,0,0,0,0,11.7,9.4,9.4
Pismo Beach,USA,0,0,0,0,7.4,6.5,6.5
Pittsboro,USA,0,0,0,0,11.7,6.0,6.0
Pittsburg,USA,0,0,0,0,9.9,7.4,7.4
Pittsburgh,USA,10.0,10.1,12.2,10.1,12.5,9.8,9.8
Pittsfield,USA,0,0,8.0,7.7,8.7,7.4,7.3
Pittsford,USA,0,0,0,0,10.6,7.5,7.7
Placerville,USA,0,0,6.6,15.1,18.2,7.0,7.0
Placid Lakes,USA,0,0,0,0,7.8,7.7,7.6
Plainfield,USA,0,0,0,0,0,5.0,5.0
Plains,USA,0,0,0,0,6.7,9.3,8.8
Plano,USA,0,0,11.4,10.6,10.5,8.0,8.0
Pleasant Grove,USA,0,0,0,0,7.4,7.2,7.1
Pleasant Hill,USA,0,0,0,0,9.4,7.9,7.9
Pleasant Prairie,USA,6.8,7.4,7.6,6.7,8.4,7.6,7.7
Pleasant Valley,USA,0,0,0,0,0,7.8,8.3
Pleasanton,USA,0,0,6.5,11.7,8.5,7.9,7.9
Plummer,USA,0,0,6.6,10.9,10.0,8.8,8.6
Plymouth,USA,0,0,0,0,14.2,7.050.000.000.000.000,7.050.000.000.000.000
Plymouth Meeting,USA,8.8,7.8,7.8,7.5,9.5,7.8,7.8
Pocatello,USA,6.4,6.6,5.7,6.9,8.1,6.3,6.3
Pocomoke City,USA,0,0,0,0,7.7,6.4,6.4
Pocono Lake,USA,0,0,0,0,0,9.6,9.6
Point Arena,USA,0,0,6.3,0,6.4,5.7,5.7
Point Mugu,USA,0,0,0,0,0,10.2,10.5
Point Reyes Station,USA,0,0,5.3,9.0,5.1,5.4,5.4
Pollock Pines,USA,0,0,7.8,14.7,26.0,7.1,7.1
Polson,USA,0,0,0,0,8.2,9.6,9.4
Pomona,USA,5.8,6.0,10.2,11.2,10.9,9.2,9.15
Pompano Beach,USA,0,0,6.0,6.1,6.6,5.9,5.9
Ponca City,USA,8.0,8.1,8.3,9.3,11.2,8.5,8.5
Ponderosa Park,USA,0,0,0,0,0,2.9,2.9
Pope Valley,USA,0,0,0,0,0,4.5,4.4
Port Alsworth,USA,0,0,0,0,0,3.3,3.1
Port Angeles,USA,13.6,10.0,8.1,10.4,7.7,7.2,7.2
Port Arthur,USA,8.9,10.2,8.7,9.0,7.8,8.5,8.5
Port Clinton,USA,0,0,0,0,13.8,12.0,12.0
Port Hadlock-Irondale,USA,0,0,0,0,0,6.5,6.6
Port Hueneme,USA,0,0,0,0,11.5,9.0,9.0
Port Huron,USA,8.2,7.8,7.5,7.4,9.2,8.4,8.5
Port Ludlow,USA,0,0,0,0,5.9,7.3,7.3
Port Orchard,USA,0,0,0,0,6.1,9.2,9.1
Port Richmond,USA,0,0,0,0,0,6.4,6.3
Port Townsend,USA,11.1,6.8,5.2,0,4.7,6.4,6.3
Portage,USA,0,0,0,0,15.5,11.3,11.3
Portersville,USA,0,0,0,0,0,9.0,9.1
Porterville,USA,15.3,16.8,11.0,17.6,18.3,11.6,11.6
Portland,USA,7.15,6.95,8.399.999.999.999.990,9.35,7.6,7.800.000.000.000.000,7.800.000.000.000.000
Portola,USA,19.1,20.4,16.9,21.3,22.1,7.6,7.6
Portola Valley,USA,0,0,5.2,9.4,6.4,5.2,5.2
Portsmouth,USA,6.1,6.0,6.1,6.8,7.4,6.2,6.1
Post Falls,USA,0,0,0,0,13.5,11.8,11.3
Poteau,USA,0,0,0,0,11.9,10.0,10.0
Poteet,USA,0,0,0,0,0,9.5,9.4
Potomac,USA,0,0,0,0,0,11.3,11.3
Potosi,USA,7.1,8.3,8.7,8.4,9.2,7.9,7.9
Potter Valley,USA,0,0,7.8,14.9,10.2,4.6,4.6
Poughkeepsie,USA,0,0,6.9,6.8,9.2,5.4,5.4
Poulsbo,USA,0,0,0,0,6.9,9.2,9.2
Poway,USA,0,0,8.9,11.2,10.5,7.7,7.6
Prairie City,USA,0,0,0,0,16.4,9.0,8.8
Prairie Farm,USA,0,0,0,0,0,8.5,8.6
Prescott,USA,0,0,0,0,4.5,1.9,1.9
Presque Isle,USA,5.8,5.2,4.8,4.9,6.9,7.6,7.6
Preston,USA,0,0,0,0,7.3,5.5,5.4
Priest,USA,0,0,0,0,0,8.0,7.0
Princess Anne,USA,0,0,0,0,8.2,7.4,7.4
Princeton,USA,0,0,10.7,10.0,11.7,8.1,8.1
Prineville,USA,11.5,9.7,7.6,11.2,10.1,6.9,7.0
Prior Lake,USA,0,0,0,0,12.4,7.9,7.9
Prosser,USA,0,0,0,0,14.9,12.0,12.1
Providence,USA,7.3,7.9,8.0,7.7,8.6,8.35,8.35
Provo,USA,0,0,5.2,7.7,9.5,6.7,6.7
Prunedale,USA,0,0,8.9,0,7.5,7.5,7.5
Puako,USA,0,0,0,0,4.3,2.8,2.8
Pueblo,USA,0,0,0,0,8.8,4.2,4.2
Pullman,USA,10.6,5.1,3.5,0,8.9,7.8,7.8
Purcellville,USA,0,0,11.0,9.5,10.6,9.0,9.0
Puyallup,USA,7.2,8.1,9.0,11.0,7.6,11.4,11.3
Quakertown,USA,0,0,0,0,12.6,10.1,10.1
Quartz Hill,USA,0,0,0,0,0,4.4,4.4
Quinault,USA,0,0,0,0,0,2.8,2.5
Quincy,USA,13.3,9.850.000.000.000.000,6.25,25.4,11.333.333.333.333.300,7.900.000.000.000.000,78.999.999.999.999.900
Raeford,USA,0,0,0,0,13.5,12.9,12.9
Rahway,USA,8.1,7.5,7.5,7.6,8.2,7.7,7.8
